觀測站ID,觀測站,年,月,時間,平均溫度,最高溫度,最高溫度發生日期,最低溫度,最低溫度發生日期,累積降水量,降雨日數,最大10分鐘風風速,最大10分鐘風發生日期,最大10分鐘風風向,最大瞬間風風速,最大瞬間風發生日期,最大瞬間風風向,平均相對濕度,最小相對濕度,最小相對濕度發生日期,平均測站氣壓,總日照時數
467660,臺東,2020,10,2020/10,26.0,31.8,2020/10/03,20.5,2020/10/23,94,7,7.4,2020/10/20,50,16.4,2020/10/20,50,74,43,2020/10/31,1012.4,126.9
467990,馬祖,2020,10,2020/10,21.6,29.4,2020/10/04,16.9,2020/10/22,0.5,1,9.9,2020/10/04,60,17.9,2020/10/15,10,74,44,2020/10/23,1006.9,158.1
466880,板橋,2020,11,2020/11,23.0,32.0,2020/11/19,18.0,2020/11/29,25,10,8.0,2020/11/11,70,16.9,2020/11/11,90,76,38,2020/11/18,1017.3,70.2
466900,淡水,2020,11,2020/11,22.6,31.4,2020/11/07,17.1,2020/11/04,33,8,6.0,2020/11/07,20,14.1,2020/11/06,120,76,41,2020/11/04,1016.7,111.8
466910,鞍部,2020,11,2020/11,16.5,24.8,2020/11/18,11.2,2020/11/04,592,23,9.2,2020/11/08,350,21.8,2020/11/07,170,94,64,2020/11/18,925.6,31.5
466920,臺北,2020,11,2020/11,23.3,32.8,2020/11/18,17.9,2020/11/29,21.5,10,8.3,2020/11/07,120,16.2,2020/11/07,130,76,38,2020/11/19,1015.0,88.0
466930,竹子湖,2020,11,2020/11,18.0,27.7,2020/11/07,12.6,2020/11/04,533.5,24,9.6,2020/11/08,20,19.6,2020/11/08,10,91,58,2020/11/18,949.3,86.2
466940,基隆,2020,11,2020/11,22.8,30.9,2020/11/18,17.9,2020/11/29,277.5,18,11.5,2020/11/27,360,19.0,2020/11/27,10,83,46,2020/11/18,1015.7,50.0
466950,彭佳嶼,2020,11,2020/11,22.5,27.7,2020/11/19,17.9,2020/11/30,32,9,15.8,2020/11/13,60,23.7,2020/11/13,70,80,47,2020/11/03,1007.6,110.9
466990,花蓮,2020,11,2020/11,23.5,29.4,2020/11/07,18.9,2020/11/29,146,21,10.8,2020/11/03,40,19.6,2020/11/03,40,79,51,2020/11/03,1016.4,88.7
